project_code,report_month,project_age_days,original_duration_days,revised_duration_days,expenditure_percent,progress_gap,cost_change,cost_change_percent,project_size_category
400141,July 2026,3378.0,2070,3348.0,88.48222778032198,-7.157772219678023,1574.3999999999996,38.371922983183026,Medium
400299,July 2026,2983.0,2496,3106.0,39.28915681084472,-13.110843189155275,579.77,41.981897175959446,Medium
709831,July 2026,3164.0,2008,2404.0,93.97308488612836,0.793084886128355,0.0,0.0,Small
709832,July 2026,3225.0,2647,3012.0,81.32530120481928,11.325301204819283,0.0,0.0,Small
613008,July 2026,2495.0,1278,,22.206557377049183,-22.293442622950817,0.0,0.0,Small
612898,July 2026,6147.0,4901,4171.0,93.02914226894585,13.029142268945847,0.0,0.0,Small
606112,July 2026,2618.0,883,1644.0,173.1442326458916,75.1642326458916,0.0,0.0,Small
606013,July 2026,1461.0,700,1249.0,90.13441237154704,-8.465587628452951,0.0,0.0,Small
617877,July 2026,426.0,1004,,0.1614843099489474,0.1614843099489474,0.0,0.0,Medium
612851,July 2026,6147.0,1035,1157.0,100.0,0.0,2.930000000000007,0.8785870640798844,Small
616886,July 2026,668.0,579,,8.453083109919572,-5.546916890080428,0.0,0.0,Small
612916,July 2026,2038.0,1489,1854.0,69.75928907730876,-16.240710922691235,0.0,0.0,Small
602099,July 2026,2860.0,1156,2191.0,74.68446281718634,-23.91553718281365,62.26999999999998,15.864563960153877,Small
612128,July 2026,1218.0,730,914.0,82.9593183727349,-10.040681627265101,0.0,0.0,Small
612894,July 2026,1948.0,823,1308.0,74.42170078216009,-11.578299217839913,48.47,19.235653623303435,Small
602098,July 2026,2679.0,973,1857.0,96.72795512167853,0.7279551216785336,75.98000000000002,17.880592097521948,Small
606431,July 2026,3287.0,822,2283.0,56.36602595695746,-30.133974043042542,210.95000000000005,20.959809230463513,Medium
617878,July 2026,426.0,1004,,0.641781270464964,0.641781270464964,0.0,0.0,Medium
611957,July 2026,943.0,1036,,19.615942613041028,-47.88405738695897,0.0,0.0,Small
612885,July 2026,6147.0,2738,4413.0,87.9264603211543,-9.573539678845705,-64.82,-13.10765995308582,Small
612876,July 2026,6147.0,5662,2830.0,35.33095755224258,31.33095755224258,0.0,0.0,Small
613013,July 2026,6147.0,4018,,95.50847150165076,-2.49152849834924,0.0,0.0,Small
610315,July 2026,2830.0,547,2465.0,103.67695026628236,5.176950266282361,-386.2299999999999,-31.41818240978752,Medium
611961,July 2026,881.0,914,,22.48662689589892,12.03662689589892,0.0,0.0,Small
619033,July 2026,1034.0,882,1308.0,26.642207367944913,-23.357792632055087,0.0,0.0,Small
612877,July 2026,6147.0,4171,4687.0,99.88977477311974,0.38977477311973985,-74.0,-11.967525956593459,Small
605292,July 2026,2465.0,1065,2314.0,75.80003101897327,-15.899968981026731,38.55000000000001,11.067727024776783,Small
617221,July 2026,699.0,913,,46.931134176975206,-11.068865823024794,0.0,0.0,Small
609736,July 2026,2160.0,1096,1734.0,85.7436499779768,-10.756350022023199,26.49000000000001,8.43469400751449,Small
612883,July 2026,881.0,1432,1005.0,46.42740192546991,8.427401925469908,-75.0,-10.936770881941204,Small
609996,July 2026,1399.0,700,1157.0,85.36259541984734,-5.027404580152663,0.0,0.0,Small
606479,July 2026,2221.0,822,2586.0,86.3211382113821,-12.778861788617888,0.0,0.0,Small
611963,July 2026,2221.0,1248,,61.69777982638088,-1.3022201736191192,0.0,0.0,Small
609019,July 2026,2952.0,1430,2801.0,94.76470588235294,-2.235294117647058,-58.0,-11.600000000000001,Small
400081,July 2026,1491.0,943,1673.0,94.37342661915193,-3.126573380848072,-294.73,-32.51403797147175,Small
709754,July 2026,1218.0,1583,,72.97262727040163,-10.827372729598366,0.0,0.0,Small
709755,July 2026,1218.0,1583,,65.11561295698364,-22.38438704301636,0.0,0.0,Small
617839,July 2026,1157.0,1157,,55.20367936925099,-12.796320630749008,-52.460000000000036,-14.700442750658532,Small
604833,July 2026,3317.0,2891,3652.0,72.17389072805193,-13.82610927194807,108.32,38.500088857295175,Small
619313,July 2026,1157.0,1431,,78.78047770832471,0.8804777083247046,0.0,0.0,Small
617829,July 2026,730.0,1553,1339.0,14.376855256745383,-19.623144743254617,0.0,0.0,Small
709759,July 2026,943.0,1096,,54.69688753931244,-42.80311246068756,0.0,0.0,Small
400043,July 2026,1642.0,1581,1885.0,46.13630880579011,-34.86369119420989,0.0,0.0,Small
400301,July 2026,4990.0,1553,5052.0,69.65127020785219,-16.748729792147813,1054.0,155.45722713864308,Small
400012,July 2026,2769.0,1096,2861.0,84.30025773195875,-11.699742268041248,0.0,0.0,Large
604852,July 2026,1399.0,1522,,31.449844459176912,-45.75015554082309,0.0,0.0,Small
701349,July 2026,2738.0,2008,2830.0,90.01765132586443,-3.182348674135568,2179.0,21.3042628079781,Large
400120,July 2026,3774.0,1553,3836.0,97.58908620486886,0.6890862048688575,0.0,0.0,Large
619226,July 2026,303.0,912,,3.356042424711621,-16.84395757528838,0.0,0.0,Small
709752,July 2026,1764.0,1004,1979.0,72.24545454545455,-21.75454545454545,60.0,37.5,Small
604791,July 2026,2191.0,1461,2434.0,80.63520720578359,-6.364792794216413,12947.0,104.6983664887595,Large
604863,July 2026,3103.0,761,3256.0,82.69296906167031,-11.707030938329694,44.02999999999997,6.44750329477229,Small
616858,July 2026,2038.0,1186,2161.0,80.93834153589005,-14.96165846410996,0.0,0.0,Small
617827,July 2026,577.0,1826,,1.989705882352941,-27.01029411764706,0.0,0.0,Small
617836,July 2026,1308.0,1096,,73.11106913486967,1.1110691348696662,0.0,0.0,Small
619316,July 2026,273.0,730,,4.0436651264149805,-3.7563348735850193,0.0,0.0,Small
709776,July 2026,1552.0,1614,,73.09418428301711,-11.205815716982883,46.089999999999975,16.63898916967508,Small
709779,July 2026,1491.0,1369,1856.0,33.8972972972973,-26.2027027027027,-28.0,-3.6458333333333335,Small
709847,July 2026,1277.0,1186,1551.0,49.64970999729747,-5.750290002702528,0.0,0.0,Small
709850,July 2026,1034.0,973,1277.0,55.85807750377454,-7.641922496225462,0.0,0.0,Small
709864,July 2026,1795.0,1065,2038.0,83.88648648648649,3.38648648648649,0.0,0.0,Small
709865,July 2026,1187.0,610,1340.0,27.884156729131178,-71.11584327086882,0.0,0.0,Small
617304,July 2026,1004.0,1247,,54.74349551668383,-1.2565044833161707,0.0,0.0,Small
701324,July 2026,2373.0,1186,2526.0,78.26979191580962,-13.530208084190377,1914.0,12.923700202565833,Large
709777,July 2026,1642.0,1186,1977.0,30.360711674384593,-35.93928832561541,20.94999999999999,5.380762809811221,Small
709792,July 2026,1308.0,2647,,13.576415612974163,-20.02358438702584,0.0,0.0,Medium
709793,July 2026,1308.0,2739,,13.451135493748403,-16.848864506251598,0.0,0.0,Medium
617819,July 2026,1491.0,2922,,2.087821341375844,-0.11217865862415621,0.0,0.0,Small
400087,July 2026,1795.0,2038,,78.82992854015627,-16.77007145984372,461.9799999999999,52.163996251256165,Small
400167,July 2026,3437.0,3315,3590.0,97.0040255986788,0.20402559867879688,0.0,0.0,Medium
400169,July 2026,1917.0,1430,2009.0,73.60128693430484,-20.098713065695165,214.39,33.974612934408825,Small
701329,July 2026,2129.0,1430,2252.0,77.98670406732117,-11.613295932678824,-1111.0,-5.867131389945078,Large
709778,July 2026,1642.0,1308,1795.0,63.35520966430479,-24.344790335695215,16.069999999999993,4.8950622924853,Small
709838,July 2026,1642.0,1035,1946.0,37.94890530702823,-12.051094692971773,117.62,18.928226585130353,Small
709840,July 2026,1522.0,1007,,88.02469630758128,-9.575303692418714,0.0,0.0,Small
709841,July 2026,1826.0,1461,1949.0,99.04616109279321,4.4461610927932185,-3.1899999999999977,-1.8436109345200242,Small
709842,July 2026,1430.0,1673,,63.630740683469924,-2.3692593165300764,0.0,0.0,Medium
709845,July 2026,1338.0,1369,,41.96863893700999,-28.931361062990014,282.51999999999987,33.740177227888296,Small
604853,July 2026,2587.0,1279,2952.0,60.06343749999999,-5.336562500000014,918.06,40.231557359089194,Medium
611917,July 2026,1583.0,1096,1736.0,61.63448472015928,-28.465515279840716,1072.44,73.50514050719671,Medium
701289,July 2026,1976.0,1308,2129.0,77.31497584541063,-16.985024154589368,1598.0,4.61489589049008,Large
709783,July 2026,2038.0,912,2130.0,78.0733981993621,-14.426601800637897,82.56,49.99697208260159,Small
709773,July 2026,1583.0,4567,,0.8271375464684014,0.22713754646840145,0.0,0.0,Small
610984,July 2026,2434.0,1522,2496.0,62.12064965197216,-4.079350348027845,0.0,0.0,Small
709785,July 2026,1246.0,1096,1489.0,32.652051269362104,-25.747948730637894,0.0,0.0,Small
612790,July 2026,1004.0,762,1066.0,70.48311688311689,-19.916883116883113,0.0,0.0,Small
616879,July 2026,852.0,1036,,25.107142857142854,-29.692857142857143,0.0,0.0,Small
701338,July 2026,7486.0,9282,,80.9743450767841,33.974345076784104,0.0,0.0,Large
709774,July 2026,1642.0,1430,1977.0,65.44884343414165,-20.151156565858344,37.620000000000005,8.125269978401729,Small
617838,July 2026,668.0,1430,,28.72654867256637,-20.073451327433627,0.0,0.0,Medium
709799,July 2026,943.0,1400,,21.15463917525773,-24.04536082474227,390.0,8.74439461883408,Medium
617830,July 2026,791.0,975,,30.200892857142858,-42.79910714285714,0.0,0.0,Medium
709798,July 2026,1157.0,1827,,14.075218484100812,-19.424781515899188,0.0,0.0,Large
400168,July 2026,1917.0,1461,2252.0,78.73027718550107,-13.16972281449894,2459.0,27.95271115152893,Large
616933,July 2026,577.0,1186,1704.0,5.241344873501997,-8.858655126498004,1329.0,28.403505022440694,Medium
619223,July 2026,426.0,1584,,0.6869220607661822,-6.513077939233818,0.0,0.0,Large
619224,July 2026,395.0,1004,,0.14218009478672985,-8.05781990521327,0.0,0.0,Small
619225,July 2026,456.0,730,,0.0,0.0,0.0,0.0,Small
619328,July 2026,242.0,485,,58.97338792221084,2.6733879222108428,194.5999999999999,5.240480422254535,Medium
709771,July 2026,1583.0,3471,,10.315606936416186,6.915606936416186,0.0,0.0,Small
709780,July 2026,1552.0,1583,,69.9339661576558,-2.9660338423442028,94.70999999999998,27.739214480274132,Small
709797,July 2026,1157.0,1096,,58.321856866537715,-28.978143133462282,0.0,0.0,Medium
616254,July 2026,668.0,1095,,25.76853526220615,-12.631464737793848,0.0,0.0,Medium
619196,July 2026,426.0,700,,14.637883008356544,-28.66211699164345,0.0,0.0,Small
709786,July 2026,1065.0,1553,,12.31438362182585,-30.68561637817415,0.0,0.0,Small
604859,July 2026,2191.0,1279,2222.0,75.28040397182382,-19.61959602817619,-2022.0,-14.646867077145961,Large
617818,July 2026,1611.0,3590,,5.004758113068304,-0.795241886931696,0.0,0.0,Small
709800,July 2026,1917.0,1795,1979.0,59.28241093662652,-26.71758906337348,0.0,0.0,Small
400119,July 2026,3865.0,852,3957.0,92.51458870227198,2.514588702271979,185.21000000000004,5.804700550664591,Medium
616950,July 2026,668.0,518,,42.34795479009688,-17.852045209903125,-103.0,-6.480432867748835,Medium
619314,July 2026,334.0,638,,15.861862348178137,-7.638137651821863,-509.0,-7.615200478755237,Large
709839,July 2026,1491.0,1218,1644.0,98.3705067973591,5.470506797359093,2262.49,54.59136523654754,Medium
709848,July 2026,1491.0,1430,1644.0,81.99071458608546,-13.609285413914535,24.7800000000002,1.0637704179098157,Medium
709849,July 2026,760.0,610,913.0,89.70614585199786,-8.993854148002143,801.6999999999998,31.477482429620313,Medium
709851,July 2026,1157.0,1431,,33.19970438840905,-14.200295611590946,0.0,0.0,Large
400171,July 2026,2252.0,1006,2405.0,90.84673504706427,-5.053264952935734,0.0,0.0,Medium
612853,July 2026,1096.0,1096,,62.54071661237784,-28.559283387622152,0.0,0.0,Small
709770,July 2026,1583.0,4202,,5.973509933774834,3.9735099337748343,0.0,0.0,Small
701330,July 2026,5479.0,4719,,86.05059523809523,-4.149404761904776,0.0,0.0,Large
709794,July 2026,1308.0,2739,,13.386342376052385,-17.71365762394762,0.0,0.0,Medium
604795,July 2026,1764.0,1369,,4.443472520217858,-5.756527479782141,4774.0,15.117162761241293,Large
701228,July 2026,6239.0,1279,6301.0,82.61634794381453,-14.783652056185474,2994.0,102.71012006861065,Medium
709750,July 2026,912.0,609,1065.0,57.50243902439024,-19.397560975609764,0.0,0.0,Small
709796,July 2026,1308.0,2647,,8.225237449118048,-17.274762550881952,0.0,0.0,Medium
617822,July 2026,487.0,914,,21.8,-7.300000000000001,0.0,0.0,Small
701346,July 2026,2282.0,1430,2891.0,75.63950350782514,-12.560496492174863,0.0,0.0,Large
709837,July 2026,1583.0,792,1675.0,61.82799787088435,-9.472002129115644,-77.82000000000002,-37.17575120622941,Small
619191,July 2026,303.0,730,,65.71782178217822,3.21782178217822,0.0,0.0,Small
619312,July 2026,303.0,730,,56.04301075268817,-6.4569892473118315,0.0,0.0,Small
709781,July 2026,1552.0,1887,1705.0,9.065046901430108,-48.23495309856989,0.0,0.0,Small
709795,July 2026,1308.0,2739,,4.531644049477603,-15.268355950522398,0.0,0.0,Large
617302,July 2026,3409.0,1371,3471.0,92.17189314750291,-3.528106852497089,843.0,48.44827586206897,Medium
617828,July 2026,668.0,1795,1795.0,1.1947565543071161,-15.305243445692884,0.0,0.0,Small
617837,July 2026,1703.0,1491,1795.0,65.97520661157024,-23.024793388429757,0.0,0.0,Small
701344,July 2026,2313.0,975,2375.0,82.43555555555555,-11.964444444444453,94.34999999999991,9.154417115412594,Medium
709753,July 2026,1338.0,1096,1369.0,79.87353206865401,-18.426467931345982,97.0,9.603960396039604,Medium
709772,July 2026,1583.0,3379,,10.58128078817734,7.58128078817734,0.0,0.0,Small
709791,July 2026,1308.0,2647,,23.442477876106192,-20.357522123893805,0.0,0.0,Medium
701172,July 2026,2129.0,3225,,2.010398440732377,0.8903984407323771,0.0,0.0,Medium
706965,July 2026,,0,,60.0,60.0,0.0,0.0,Small
706966,July 2026,,0,,60.0,60.0,0.0,0.0,Small
707016,July 2026,,0,,60.0,60.0,0.0,0.0,Small
707017,July 2026,,0,,60.0,60.0,0.0,0.0,Small
707018,July 2026,,0,,60.0,60.0,0.0,0.0,Small
707019,July 2026,,0,,60.0,60.0,0.0,0.0,Small
707020,July 2026,2679.0,1096,,20.642,-29.358,250.0,100.0,Small
707044,July 2026,1246.0,1157,,55.59547777605699,0.5954777760569883,-2.1499999999999773,-0.6615384615384545,Small
707045,July 2026,1004.0,943,,98.98461538461538,14.984615384615381,0.0,0.0,Small
707046,July 2026,2342.0,911,,11.384615384615385,-33.61538461538461,0.0,0.0,Small
617882,July 2026,303.0,365,,15.000418772160026,-24.999581227839975,0.0,0.0,Small
617883,July 2026,3560.0,1826,,1.0006755235307363,-55.99932447646926,0.0,0.0,Medium
701170,July 2026,2738.0,2616,2891.0,67.4041841004184,-26.595815899581595,0.0,0.0,Medium
707049,July 2026,1399.0,1277,,70.43556895252449,-17.56443104747551,338.5,104.15384615384615,Small
707050,July 2026,1552.0,701,,151.3199134059259,70.31991340592589,293.98,90.45538461538463,Small
701173,July 2026,2707.0,2860,2860.0,45.40855062164805,-22.041449378351956,347.43000000000006,26.745958429561206,Medium
701167,July 2026,2738.0,2467,2832.0,62.353755948003844,-16.646244051996156,742.19,40.6012035010941,Medium
707051,July 2026,2495.0,1885,,68.3076923076923,-6.692307692307693,0.0,0.0,Small
707052,July 2026,,0,,53.230769230769226,53.230769230769226,0.0,0.0,Small
707021,July 2026,1034.0,912,,53.68462757527733,13.684627575277332,254.8,101.92000000000002,Small
707022,July 2026,2952.0,915,,14.314027747192249,-42.68597225280775,204.10000000000002,81.64000000000001,Small
707057,July 2026,2465.0,0,,39.07692307692307,39.07692307692307,0.0,0.0,Small
707058,July 2026,1673.0,517,,55.230769230769226,-30.769230769230774,0.0,0.0,Small
707059,July 2026,1065.0,913,,27.510769230769228,-17.489230769230772,0.0,0.0,Small
706988,July 2026,1826.0,0,,60.0,19.86,0.0,0.0,Small
706989,July 2026,,0,,90.0,90.0,0.0,0.0,Small
707067,July 2026,,0,,47.69230769230769,47.69230769230769,0.0,0.0,Small
707069,July 2026,2434.0,519,,9.090909090909092,9.090909090909092,225.0,69.23076923076923,Small
707070,July 2026,2373.0,1006,,0.5443629086057371,-4.455637091394263,49.75,15.307692307692308,Small
707039,July 2026,2830.0,2922,2769.0,105.03770406637175,13.037704066371745,385.21000000000004,154.08400000000003,Small
701168,July 2026,2769.0,1339,2861.0,26.758215393443514,-27.241784606556486,757.51,59.929588607594944,Medium
701171,July 2026,2769.0,1431,1614.0,75.32779384311286,-12.25220615688714,337.95000000000005,32.87451361867705,Medium
707086,July 2026,1369.0,1034,,108.61846153846153,13.618461538461531,0.0,0.0,Small
707087,July 2026,1795.0,1340,,61.13748390537008,-16.862516094629918,443.89,136.58153846153846,Small
612167,July 2026,1976.0,914,1218.0,74.52572410024202,-20.474275899757984,0.0,0.0,Small
612186,July 2026,1491.0,1065,1491.0,9.999641654124561,-18.00035834587544,0.0,0.0,Small
612211,July 2026,1430.0,731,1127.0,25.13236508476223,-32.86763491523777,0.0,0.0,Small
612745,July 2026,4168.0,822,942.0,28.964028776978417,-6.035971223021583,0.0,0.0,Small
612748,July 2026,2557.0,702,,20.573813941160882,-7.526186058839119,0.0,0.0,Small
612213,July 2026,4656.0,1096,1492.0,59.08490086426029,-7.915099135739709,1.7699999999999818,0.9080182629661836,Small
616691,July 2026,6421.0,5905,6301.0,83.21224003382925,-5.7877599661707535,0.0,0.0,Small
612513,July 2026,5691.0,850,,9.987849331713246,2.787849331713246,0.0,0.0,Small
612259,July 2026,1976.0,1035,1673.0,114.3365924133992,23.836592413399202,195.23,190.65429687499997,Small
701565,July 2026,3103.0,2129,3164.0,82.73198778933642,-2.3680122106635793,-308.03000000000065,-5.737002670798905,Large
609424,July 2026,1369.0,1095,1279.0,64.5130124138711,4.513012413871095,0.0,0.0,Medium
701570,July 2026,1764.0,730,1277.0,70.64883512121355,-21.35116487878645,40.610000000000014,23.748538011695913,Small
617804,July 2026,943.0,1003,,63.59720681328722,-31.402793186712778,0.0,0.0,Small
701574,July 2026,1522.0,1795,2100.0,75.25452385152248,-0.7454761484775219,0.0,0.0,Medium
707215,July 2026,2707.0,1765,1520.0,53.017244860869916,-26.85275513913009,665.05,116.06457242582897,Small
707410,July 2026,2983.0,730,2343.0,56.356487549148106,-3.643512450851894,0.0,0.0,Small
617727,July 2026,699.0,1096,,12.77997128499641,-3.4400287150035886,0.0,0.0,Medium
617729,July 2026,699.0,1096,,1.8609550561797754,-3.5290449438202245,0.0,0.0,Medium
701658,July 2026,2038.0,1096,,45.999420409079015,-1.7705795909209883,0.0,0.0,Medium
707420,July 2026,699.0,1096,,0.0,-5.0,0.0,0.0,Medium
701657,July 2026,2038.0,1308,1673.0,19.835351772524547,-7.284648227475454,0.0,0.0,Medium
701668,July 2026,699.0,1278,,1.5224704336399475,-3.7775295663600525,0.0,0.0,Medium
701662,July 2026,699.0,915,,0.0,-3.4,0.0,0.0,Medium
603210,July 2026,699.0,912,,0.0,-6.32,0.0,0.0,Small
601812,July 2026,699.0,1096,,1.817372881355932,-3.052627118644068,0.0,0.0,Medium
707419,July 2026,699.0,426,,11.493920972644377,-16.296079027355624,0.0,0.0,Small
701661,July 2026,699.0,915,,0.0,-3.23,0.0,0.0,Medium
615202,July 2026,1795.0,2345,2070.0,16.627377291880194,-6.462622708119806,56.200000000000045,3.3058823529411794,Medium
505491,July 2026,150.0,731,,0.0,0.0,0.0,0.0,Small
617243,July 2026,730.0,699,,65.07401067364817,-17.71598932635183,0.0,0.0,Small
617255,July 2026,1004.0,913,1005.0,56.399550685628306,-17.90044931437169,0.0,0.0,Small
617256,July 2026,973.0,639,974.0,78.47867888247936,-16.251321117520646,0.0,0.0,Small
706811,July 2026,3895.0,1003,2160.0,67.23935876174681,-28.560641238253183,2520.0,86.687306501548,Medium
709826,July 2026,6390.0,1553,2099.0,57.29838459503852,-26.12161540496148,343.5499999999997,12.63590354710096,Medium
944288,July 2026,395.0,548,,33.19286197388273,-14.81713802611727,0.0,0.0,Small
400174,July 2026,4140.0,4383,4261.0,58.6720310449124,-5.587968955087604,718.29,69.4664461658978,Medium
617249,July 2026,546.0,699,,28.59299801830707,-33.457001981692926,0.0,0.0,Small
617250,July 2026,546.0,607,789.0,49.95413508424661,-5.955864915753388,0.0,0.0,Small
617254,July 2026,852.0,791,1095.0,48.98029726927065,-4.169702730729348,0.0,0.0,Small
617257,July 2026,973.0,1066,1431.0,55.3825062568746,-12.687493743125394,0.0,0.0,Small
400121,July 2026,4260.0,791,,62.23661642536147,-8.09338357463853,0.0,0.0,Medium
478482,July 2026,150.0,912,,6.942839697524776,6.942839697524776,0.0,0.0,Medium
589703,July 2026,515.0,549,,62.16554022775668,-27.66445977224332,0.0,0.0,Small
635651,July 2026,395.0,761,,36.2231096225686,-35.5268903774314,0.0,0.0,Small
738679,July 2026,668.0,1247,,45.77137528488127,-8.388624715118723,0.0,0.0,Medium
834015,July 2026,668.0,1247,,18.205899637741542,-4.384100362258458,0.0,0.0,Medium
364934,July 2026,546.0,1246,,7.040802033097873,-11.679197966902127,0.0,0.0,Small
425828,July 2026,546.0,1246,,18.72018796620005,6.8501879662000515,0.0,0.0,Small
612781,July 2026,1034.0,1461,1461.0,26.69997163986998,-10.490028360130019,0.0,0.0,Small
617242,July 2026,730.0,1034,,44.225787543017056,-23.274212456982944,0.0,0.0,Medium
617246,July 2026,668.0,1095,1095.0,41.685024205569256,-20.484975794430746,0.0,0.0,Small
617248,July 2026,607.0,577,700.0,48.8857694332339,-25.6642305667661,0.0,0.0,Small
617251,July 2026,730.0,516,730.0,33.47250509164969,-1.1074949083503114,0.0,0.0,Small
617338,July 2026,546.0,1246,,18.758413113139746,-8.901586886860255,0.0,0.0,Medium
400298,July 2026,5235.0,4291,4596.0,42.93374737344714,40.93374737344714,3594.0299999999997,155.45112456747404,Medium
611752,July 2026,1218.0,850,850.0,42.446636159508856,42.446636159508856,0.0,0.0,Small
611754,July 2026,1096.0,546,,31.169451073985684,31.169451073985684,0.0,0.0,Small
611927,July 2026,4564.0,2252,,49.34013411328292,-15.659865886717078,0.0,0.0,Small
612827,July 2026,1187.0,1034,,13.852436700245033,-7.147563299754967,0.0,0.0,Small
616697,July 2026,1187.0,822,,58.12159709618875,-28.87840290381125,0.0,0.0,Small
617216,July 2026,638.0,881,,6.09341874301867,6.09341874301867,0.0,0.0,Small
705253,July 2026,3713.0,2345,4536.0,171.078256527322,96.06825652732199,-2.2799999999999727,-0.404973357015981,Small
616701,July 2026,881.0,1036,,9.428356170833922,8.428356170833922,0.0,0.0,Medium
705572,July 2026,3590.0,3195,3195.0,76.68551387055223,-14.314486129447772,923.9399999999996,22.75714285714285,Medium
400254,July 2026,943.0,2071,2891.0,76.72627578042245,-3.273724219577545,67.25,9.147170837867247,Small
617231,July 2026,760.0,701,,0.0,0.0,0.0,0.0,Small
617239,July 2026,607.0,1280,1400.0,0.4632398356846635,0.4632398356846635,0.010000000000218279,0.0002451010429102876,Medium
705366,July 2026,6848.0,4108,6756.0,71.23916088121001,-2.7608391187899883,1924.33,93.09772617319787,Medium
705368,July 2026,6178.0,1277,2313.0,81.67719043894623,41.677190438946226,1016.0500000000002,63.305295950155774,Medium
705373,July 2026,8735.0,8429,9313.0,93.3247426634145,-1.6752573365855028,1786.35,121.27291242362526,Medium
705450,July 2026,5874.0,4077,5813.0,76.0246913580247,-10.475308641975303,84.0,20.8955223880597,Small
705526,July 2026,3895.0,2950,3164.0,76.70919101031267,-15.290808989687335,454.55999999999995,87.58381502890172,Small
705527,July 2026,3044.0,2860,2860.0,93.69053805243878,2.6905380524387823,342.77,28.188322368421055,Medium
705528,July 2026,3044.0,1919,2649.0,89.11304188349649,-9.886958116503507,158.83999999999992,10.015132408575028,Medium
706759,July 2026,3774.0,2801,3166.0,80.0029978738763,-14.997002126123704,161.49000000000024,6.803474831903753,Medium
706860,July 2026,1369.0,181,607.0,47.04271180855884,9.042711808558842,-159.42000000000002,-24.716279069767445,Small
900874,July 2026,2707.0,700,1371.0,4.508823829439967,4.508823829439967,0.0,0.0,Small
400220,July 2026,3774.0,1704,4717.0,73.46355771104196,-21.686442288958048,743.06,24.322749590834693,Medium
400291,July 2026,4898.0,2526,5113.0,76.14071190211345,-12.859288097886548,209.0,13.152926368785401,Medium
602792,July 2026,5479.0,1372,1857.0,38.323654995730145,-61.676345004269855,0.0,0.0,Medium
612815,July 2026,1308.0,1461,,7.108921344360372,4.108921344360372,0.0,0.0,Small
705433,July 2026,6209.0,5753,5844.0,88.50429975429975,6.504299754299751,0.0,0.0,Medium
705444,July 2026,4474.0,2891,4627.0,71.52494723784054,-11.835052762159464,2478.5200000000004,49.869617706237435,Medium
706854,July 2026,1491.0,2283,2283.0,31.671444517733015,-6.328555482266985,200.72000000000003,14.587209302325583,Medium
709818,July 2026,1399.0,822,822.0,29.911067795577758,24.911067795577758,0.0,0.0,Small
709819,July 2026,1399.0,1371,1371.0,16.96492483894059,6.96492483894059,0.0,0.0,Small
705583,July 2026,5143.0,3256,4992.0,56.08936000455918,33.08936000455918,34.879999999999995,5.229385307346327,Small
706865,July 2026,,3346,,0.0,0.0,0.0,0.0,Medium
611918,July 2026,1096.0,1155,,31.277777777777775,0.277777777777775,0.0,0.0,Small
611943,July 2026,1246.0,791,822.0,2.8908497050650803,-2.1091502949349197,0.0,0.0,Small
611945,July 2026,1522.0,2191,2191.0,37.3567335243553,5.356733524355299,0.009999999999990905,0.0032561622871254293,Small
611970,July 2026,1246.0,2130,2130.0,29.112016354059417,4.112016354059417,0.0,0.0,Small
611971,July 2026,1522.0,2160,2160.0,53.79075815163033,13.790758151630328,-0.06999999999999318,-0.01999999999999805,Small
611974,July 2026,1065.0,974,1339.0,52.339860139860136,2.3398601398601357,0.0,0.0,Medium
612072,July 2026,1246.0,1095,1583.0,56.99876256928052,33.99876256928052,0.0,0.0,Small
616983,July 2026,1096.0,1431,,15.086188459728819,-0.9138115402711815,0.0,0.0,Small
705458,July 2026,3468.0,183,183.0,80.41317347572088,46.41317347572088,531.19,109.77721749194016,Small
706763,July 2026,1734.0,1522,1400.0,91.91573043030917,1.9157304303091678,124.60000000000014,11.530844546447291,Medium
709812,July 2026,1522.0,2222,2222.0,30.787382823493754,0.7873828234937541,0.0,0.0,Small
709813,July 2026,1369.0,944,944.0,100.00215540467723,78.00215540467723,26.74000000000001,6.116054070126486,Small
611884,July 2026,1246.0,1522,1767.0,72.68789808917198,-4.312101910828019,0.0,0.0,Small
617372,July 2026,1338.0,791,181.0,46.65253994616573,-13.347460053834268,0.0,0.0,Small
617832,July 2026,395.0,1249,,0.02944120591179415,0.02944120591179415,0.0,0.0,Medium
705765,July 2026,3103.0,1430,1430.0,77.49369561097912,12.493695610979117,0.029999999999972715,0.00437317784256162,Small
705785,July 2026,1795.0,212,546.0,72.91005291005291,58.91005291005291,-0.5,-0.10570824524312897,Small
706837,July 2026,1338.0,1826,1826.0,41.68432506729282,-30.315674932707182,0.0,0.0,Small
400023,July 2026,2679.0,852,1551.0,0.4579439252336449,-0.04205607476635509,0.0,0.0,Small
705490,July 2026,4839.0,3499,3774.0,61.39410114580295,26.39410114580295,826.1700000000001,29.070021111893034,Medium
705492,July 2026,4564.0,731,914.0,75.80117912093179,-7.198820879068208,218.1500000000001,26.442424242424256,Small
705493,July 2026,10043.0,-6727,2404.0,34.93399834995874,24.933998349958742,-4640.68,-89.6923076923077,Large
705495,July 2026,5994.0,758,699.0,46.61782933046467,11.617829330464673,332.44000000000005,24.12481857764877,Medium
705496,July 2026,5601.0,485,3682.0,37.573916857763145,15.573916857763145,-74.99000000000001,-3.9973347547974414,Medium
705663,July 2026,3044.0,1372,1372.0,64.09956239373416,-5.9004376062658395,224.53999999999996,45.54563894523326,Small
